start livelink
[0.176, 0.015, 0.054]
[0.175, 0.018, 0.05]
[0.172, 0.022, 0.047]
[0.168, 0.024, 0.044]
[0.165, 0.026, 0.042]
[0.162, 0.028, 0.041]
[0.16, 0.03, 0.039]
[0.158, 0.032, 0.037]
[0.156, 0.034, 0.035]
[0.153, 0.036, 0.032]
[0.148, 0.038, 0.028]
[0.138, 0.042, 0.021]
[0.138, 0.042, 0.021]
[0.134, 0.043, 0.019]
[0.13, 0.044, 0.016]
[0.121, 0.045, 0.01]
[0.121, 0.045, 0.01]
[0.117, 0.046, 0.007]
[0.114, 0.046, 0.006]
[0.113, 0.046, 0.004]
[0.113, 0.045, 0.003]
[0.113, 0.044, 0.001]
[0.113, 0.042, -0.001]
[0.11, 0.041, -0.003]
[0.107, 0.041, -0.004]
[0.103, 0.04, -0.004]
[0.097, 0.039, -0.005]
[0.091, 0.039, -0.006]
[0.086, 0.038, -0.008]
[0.081, 0.037, -0.01]
[0.044, 0.007, -0.031]
[0.043, 0.005, -0.031]
[0.044, 0.004, -0.031]
[0.045, 0.002, -0.031]
[0.045, -0.001, -0.034]
[0.045, -0.001, -0.034]
[0.045, -0.003, -0.036]
[0.046, -0.006, -0.037]
[0.048, -0.011, -0.038]
[0.048, -0.011, -0.038]
[0.049, -0.013, -0.037]
[0.051, -0.015, -0.037]
[0.054, -0.017, -0.036]
[0.057, -0.019, -0.036]
[0.06, -0.021, -0.036]
[0.068, -0.024, -0.035]
[0.068, -0.024, -0.035]
[0.07, -0.025, -0.036]
[0.072, -0.026, -0.037]
[0.075, -0.027, -0.038]
[0.08, -0.028, -0.037]
[0.084, -0.03, -0.035]
[0.089, -0.031, -0.032]
[0.093, -0.032, -0.029]
[0.096, -0.033, -0.027]
[0.101, -0.034, -0.025]
[0.104, -0.034, -0.023]
[0.108, -0.035, -0.021]
[0.112, -0.036, -0.019]
[0.114, -0.036, -0.016]
[0.117, -0.037, -0.015]
[0.118, -0.036, -0.013]
[0.121, -0.036, -0.011]
[0.124, -0.036, -0.009]
[0.128, -0.036, -0.009]
[0.132, -0.036, -0.008]
[0.135, -0.035, -0.008]
[0.142, -0.033, -0.008]
[0.142, -0.033, -0.008]
[0.145, -0.032, -0.008]
[0.148, -0.03, -0.008]
[0.151, -0.029, -0.008]
[0.153, -0.028, -0.009]
[0.155, -0.027, -0.009]
[0.156, -0.025, -0.009]
[0.156, -0.024, -0.009]
[0.157, -0.023, -0.007]
[0.158, -0.021, -0.006]
[0.16, -0.02, -0.003]
[0.162, -0.018, -0.001]
[0.164, -0.016, 0.002]
[0.166, -0.014, 0.006]
[0.169, -0.012, 0.009]
[0.171, -0.01, 0.012]
[0.174, -0.008, 0.014]
