start livelink
[-0.052, -0.004, -0.062]
[-0.053, -0.005, -0.063]
[-0.059, -0.007, -0.065]
[-0.059, -0.007, -0.065]
[-0.06, -0.006, -0.066]
[-0.059, -0.006, -0.067]
[-0.06, -0.007, -0.069]
[-0.06, -0.007, -0.069]
[-0.062, -0.008, -0.069]
[-0.065, -0.009, -0.068]
[-0.068, -0.012, -0.067]
[-0.068, -0.012, -0.067]
[-0.069, -0.012, -0.067]
[-0.071, -0.012, -0.068]
[-0.073, -0.012, -0.068]
[-0.075, -0.012, -0.068]
[-0.074, -0.012, -0.068]
[-0.073, -0.012, -0.067]
[-0.071, -0.011, -0.067]
